Universitas	Provinsi	Kota	Program Studi	Bidang Ilmu	Jenjang	Daya Tampung 2026	Peminat 2025	Peminat 2025 (Num)	Rasio	Situs
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	SOSIAL EKONOMI PERIKANAN	PERIKANAN	Sarjana	30	19	19	1:1	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENGELOLAAN SUMBERDAYA PERIKANAN	PERIKANAN	Sarjana	30	31	31	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	STATISTIKA	STATISTIKA	Sarjana	40	96	96	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	BIOLOGI	BIOLOGI	Sarjana	40	75	75	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	KIMIA	KIMIA	Sarjana	33	59	59	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	FISIKA	FISIKA	Sarjana	20	24	24	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	27	610	610	1:23	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	27	548	548	1:21	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	27	461	461	1:18	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK PERTAMBANGAN	TEKNIK PERTAMBANGAN	Sarjana	27	871	871	1:33	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN DOKTER	KEDOKTERAN	Sarjana	65	1125	1125	1:18	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	KESEHATAN MASYARAKAT	KESEHATAN MASYARAKAT	Sarjana	50	978	978	1:20	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	FARMASI	FARMASI	Sarjana	75	861	861	1:12	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PETERNAKAN	PETERNAKAN	Sarjana	60	66	66	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK KIMIA	TEKNIK KIMIA	Sarjana	27	131	131	1:5	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	45	866	866	1:20	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ARSITEKTUR	ARSITEKTUR	Sarjana	27	172	172	1:7	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK GEOLOGI	TEKNIK GEOLOGI	Sarjana	27	418	418	1:16	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	27	221	221	1:9	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNOLOGI HASIL PERIKANAN	TEKNOLOGI PERIKANAN	Sarjana	30	12	12	1:1	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	KEDOKTERAN GIGI	KEDOKTERAN GIGI	Sarjana	30	572	572	1:20	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	MATEMATIKA	MATEMATIKA	Sarjana	27	34	34	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ILMU KELAUTAN	ILMU KELAUTAN	Sarjana	28	70	70	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	GEOFISIKA	TEKNIK GEOLOGI	Sarjana	25	42	42	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN KOMPUTER	TEKNIK INFORMATIKA	Sarjana	32	161	161	1:6	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	SISTEM INFORMASI	SISTEM INFORMASI	Sarjana	45	564	564	1:13	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	MANAJEMEN	MANAJEMEN	Sarjana	138	1450	1450	1:11	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	90	319	319	1:4	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	AKUNTANSI	AKUNTANSI	Sarjana	138	879	879	1:7	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ADMINISTRASI PUBLIK	ADMINISTRASI PUBLIK	Sarjana	32	515	515	1:17	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ILMU PEMERINTAHAN	ADMINISTRASI PUBLIK	Sarjana	32	408	408	1:13	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PEMBANGUNAN SOSIAL	ILMU KESEJAHTERAAN SOSIAL	Sarjana	32	143	143	1:5	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ILMU HUBUNGAN INTERNASIONAL	HUBUNGAN INTERNASIONAL	Sarjana	32	275	275	1:9	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	32	605	605	1:19	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ADMINISTRASI BISNIS	ADMINISTRASI BISNIS	Sarjana	32	1052	1052	1:33	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PEND. PANCASILA DAN KEWARGANEGARAAN	PPKN	Sarjana	32	84	84	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN EKONOMI	PENDIDIKAN EKONOMI	Sarjana	28	102	102	1:4	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PEND. BAHASA, SASTRA INDO. & DAERAH	PENDIDIKAN BAHASA INDONESIA	Sarjana	32	116	116	1:4	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	40	204	204	1:6	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	BIMBINGAN DAN KONSELING	BIMBINGAN DAN KONSELING	Sarjana	32	276	276	1:9	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN JASMANI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	32	100	100	1:4	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN GURU SEKOLAH DASAR	PENDIDIKAN GURU SEKOLAH DASAR	Sarjana	64	547	547	1:9	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN ANAK USIA DINI	PENDIDIKAN ANAK USIA DINI	Sarjana	32	82	82	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	HUKUM	ILMU HUKUM	Sarjana	145	848	848	1:6	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PSIKOLOGI	PSIKOLOGI	Sarjana	32	813	813	1:26	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	SASTRA INDONESIA	BAHASA DAN SASTRA INDONESIA	Sarjana	55	76	76	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	SASTRA INGGRIS	BAHASA INGGRIS	Sarjana	55	237	237	1:5	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN MASYARAKAT	PENDIDIKAN LUAR SEKOLAH	Sarjana	28	49	49	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN GEOGRAFI	GEOGRAFI	Sarjana	32	61	61	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	EKONOMI SYARIAH	EKONOMI SYARIAH	Sarjana	57	116	116	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ETNOMUSIKOLOGI	ETNOMUSIKOLOGI	Sarjana	16	2	2	1:1	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN SEJARAH	SEJARAH	Sarjana	32	78	78	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ILMU LINGKUNGAN	ILMU LINGKUNGAN	Sarjana	25	78	78	1:4	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	KEPERAWATAN	KEPERAWATAN	Sarjana	30	700	700	1:24	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	GIZI	GIZI	Sarjana	45	628	628	1:14	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TARI	SENI PERTUNJUKAN	Sarjana	18	40	40	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	ILMU KEOLAHRAGAAN	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	32	28	28	1:1	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENYULUHAN PERTANIAN	AGRIBISNIS	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN ILMU PENGETAHUAN ALAM	PENDIDIKAN IPA	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN KEPELATIHAN OLAHRAGA	PENDIDIKAN KEPELATIHAN OLAHRAGA	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	FARMASI	FARMASI	Diploma Tiga	25	1326	1326	1:54	https://unmul.ac.id
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	FISIKA	FISIKA	Sarjana	24	19	19	1:1	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	MATEMATIKA	MATEMATIKA	Sarjana	24	26	26	1:2	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK MESIN	TEKNIK MESIN	Sarjana	70	430	430	1:7	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	75	275	275	1:4	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK KIMIA	TEKNIK KIMIA	Sarjana	70	137	137	1:2	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK MATERIAL DAN METALURGI	TEKNIK MATERIAL DAN METALURGI	Sarjana	65	257	257	1:4	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	85	307	307	1:4	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	PERENCANAAN WILAYAH DAN KOTA	PERENCANAAN WILAYAH DAN KOTA	Sarjana	75	224	224	1:3	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK PERKAPALAN	TEKNIK PERKAPALAN	Sarjana	50	141	141	1:3	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	SISTEM INFORMASI	SISTEM INFORMASI	Sarjana	75	289	289	1:4	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	50	446	446	1:9	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	79	362	362	1:5	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	55	317	317	1:6	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK KELAUTAN	TEKNIK PERKAPALAN	Sarjana	40	121	121	1:4	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	ARSITEKTUR	ARSITEKTUR	Sarjana	50	126	126	1:3	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	STATISTIKA	STATISTIKA	Sarjana	40	49	49	1:2	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	ILMU AKTUARIA	AKTUARIA	Sarjana	45	73	73	1:2	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana	65	332	332	1:6	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	REKAYASA KESELAMATAN	KESELAMATAN DAN KESEHATAN KERJA	Sarjana	50	516	516	1:11	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNOLOGI PANGAN	TEKNOLOGI PANGAN	Sarjana	55	135	135	1:3	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK LOGISTIK	LOGISTIK	Sarjana	60	115	115	1:2	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	DESAIN KOMUNIKASI VISUAL	DESAIN GRAFIS	Sarjana	45	69	69	1:2	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK SISTEM PERKAPALAN	TEKNIK PERKAPALAN	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK TRANSPORTASI LAUT	TEKNIK PERKAPALAN	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://pmb.itk.ac.id/
INSTITUT TEKNOLOGI KALIMANTAN	Kalimantan Timur	Kota Balikpapan	TEKNIK BIOMEDIS	TEKNIK BIOMEDIS	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://pmb.itk.ac.id/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	32	104	104	1:4	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	47	217	217	1:5	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	AGRIBISNIS	AGRIBISNIS	Sarjana	54	89	89	1:2	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	AGROTEKNOLOGI	AGROTEKNOLOGI	Sarjana	45	75	75	1:2	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	PENDIDIKAN MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	37	11	11	1:1	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	PENDIDIKAN BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	37	49	49	1:2	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	MANAJEMEN SUMBER DAYA PERAIRAN	PERIKANAN	Sarjana	36	33	33	1:1	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	AKUAKULTUR	AKUAKULTUR	Sarjana	36	15	15	1:1	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	TEKNOLOGI HASIL PERIKANAN	TEKNOLOGI PERIKANAN	Sarjana	36	39	39	1:2	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	TEKNIK MESIN	TEKNIK MESIN	Sarjana	18	107	107	1:6	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	KEPERAWATAN	KEPERAWATAN	Sarjana	44	559	559	1:13	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	KEBIDANAN	KEBIDANAN	Sarjana	44	235	235	1:6	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	TEKNIK KOMPUTER	TEKNIK INFORMATIKA	Sarjana	18	265	265	1:15	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	BIMBINGAN DAN KONSELING	BIMBINGAN DAN KONSELING	Sarjana	73	162	162	1:3	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	PENDIDIKAN BAHASA INDONESIA	PENDIDIKAN BAHASA INDONESIA	Sarjana	37	93	93	1:3	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	PENDIDIKAN BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	38	68	68	1:2	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	54	160	160	1:3	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	MANAJEMEN	MANAJEMEN	Sarjana	54	477	477	1:9	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	HUKUM	ILMU HUKUM	Sarjana	77	281	281	1:4	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	PENDIDIKAN GURU SEKOLAH DASAR	PENDIDIKAN GURU SEKOLAH DASAR	Sarjana	91	332	332	1:4	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	AKUNTANSI	AKUNTANSI	Sarjana	50	242	242	1:5	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	KEDOKTERAN	KEDOKTERAN	Sarjana	23	310	310	1:14	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	PSIKOLOGI	PSIKOLOGI	Sarjana	20	155	155	1:8	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS BORNEO TARAKAN	Kalimantan Utara	Kota Tarakan	HUKUM BISNIS	ILMU HUKUM	Sarjana	36	40	40	1:2	https://www.ubt.ac.id/pmb/pengumuman-snbt/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	KEDOKTERAN	KEDOKTERAN	Sarjana	130	2092	2092	1:17	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	KEDOKTERAN HEWAN	KEDOKTERAN HEWAN	Sarjana	90	590	590	1:7	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ARSITEKTUR	ARSITEKTUR	Sarjana	80	434	434	1:6	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	105	575	575	1:6	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNOLOGI PANGAN	TEKNOLOGI PANGAN	Sarjana	44	306	306	1:7	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNOLOGI INDUSTRI PERTANIAN	AGROINDUSTRI	Sarjana	40	96	96	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNIK PERTANIAN DAN BIOSISTEM	TEKNIK PERTANIAN	Sarjana	32	131	131	1:5	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	BIOLOGI	BIOLOGI	Sarjana	28	72	72	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	KIMIA	KIMIA	Sarjana	28	77	77	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	FISIKA	FISIKA	Sarjana	40	52	52	1:2	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNIK MESIN	TEKNIK MESIN	Sarjana	72	282	282	1:4	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	64	279	279	1:5	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	AGRIBISNIS	AGRIBISNIS	Sarjana	105	284	284	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	AGROEKOTEKNOLOGI	AGROTEKNOLOGI	Sarjana	95	214	214	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	PETERNAKAN	PETERNAKAN	Sarjana	80	151	151	1:2	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	MATEMATIKA	MATEMATIKA	Sarjana	36	74	74	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ILMU KESEHATAN MASYARAKAT	KESEHATAN MASYARAKAT	Sarjana	72	662	662	1:10	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	FARMASI	FARMASI	Sarjana	57	920	920	1:17	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	KEPERAWATAN	KEPERAWATAN	Sarjana	48	592	592	1:13	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	76	615	615	1:9	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNOLOGI INFORMASI	TEKNIK INFORMATIKA	Sarjana	97	599	599	1:7	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	FISIOTERAPI	FISIOTERAPI	Sarjana	32	459	459	1:15	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ILMU KELAUTAN	ILMU KELAUTAN	Sarjana	60	134	134	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ARSITEKTUR LANSKAP	ARSITEKTUR LANSKAP	Sarjana	20	63	63	1:4	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	MANAJEMEN SUMBER DAYA PERAIRAN	PERIKANAN	Sarjana	60	91	91	1:2	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	KEDOKTERAN GIGI	KEDOKTERAN GIGI	Sarjana	48	882	882	1:19	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNIK LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	60	295	295	1:5	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	60	423	423	1:8	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ARKEOLOGI	ARKEOLOGI	Sarjana	24	90	90	1:4	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ANTROPOLOGI BUDAYA	ANTROPOLOGI	Sarjana	24	82	82	1:4	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ILMU SEJARAH	SEJARAH	Sarjana	24	50	50	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	ILMU HUKUM	ILMU HUKUM	Sarjana	297	1524	1524	1:6	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	EKONOMI	ILMU EKONOMI	Sarjana	150	414	414	1:3	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	AKUNTANSI	AKUNTANSI	Sarjana	200	1041	1041	1:6	https://www.unud.ac.id/
UNIVERSITAS UDAYANA	Bali	Kabupaten Badung	MANAJEMEN	MANAJEMEN	Sarjana	213	1389	1389	1:7	https://www.unud.ac.id/
